200 20
11211	0.1512629836797714	1460621	0.1573940962553024	968154	0.158415213227272	1172627	0.1599435657262802	2266975	0.1599841862916946	1174223	0.1601739972829819	1504547	0.1609021574258804	13200	0.1613167375326157	286214	0.1613201946020126	1991209	0.1613469570875168	248677	0.1614006459712982	234659	0.1621967405080795	2322569	0.1622180044651031	446126	0.162492424249649	1903606	0.1627494543790817	1388087	0.162944957613945	523944	0.1629727333784103	1273257	0.1629904806613922	1517965	0.1634172797203064	1876963	0.1634689271450043	
219533	0.1334629952907562	73254	0.1372407823801041	1611108	0.1400049030780792	16690	0.1400915533304214	1029126	0.1401818692684174	688767	0.1408277601003647	1721718	0.1417428851127625	1840744	0.1426485627889633	2062006	0.1436087638139725	1650049	0.1445525884628296	1824565	0.1446430832147598	1186336	0.1463411152362823	1887151	0.1468614488840103	2107107	0.1469650864601135	1914029	0.1481704860925674	63217	0.1495394110679626	2175334	0.1496754884719849	960143	0.1510988473892212	2254268	0.151436060667038	1423106	0.151587501168251	
1256339	0.218459352850914	50026	0.2193476408720016	2019667	0.2249956578016281	1779335	0.2257039248943329	510491	0.2268494814634323	679052	0.2275154292583466	2339587	0.2319685816764832	1043061	0.2350933104753494	481976	0.2353139072656631	358683	0.235991045832634	1169795	0.2361589968204498	225949	0.2378588914871216	1032608	0.2395631819963455	2107428	0.2399512380361557	475433	0.2407931983470917	1061487	0.2417110949754715	516260	0.2426137626171112	1854809	0.2427569031715393	146357	0.2440346777439117	1941294	0.2449310570955276	
2255213	0.1613654643297195	1706415	0.1663017719984055	403890	0.1687509119510651	701058	0.1689009219408035	130987	0.1690635979175568	674768	0.1691249459981918	416985	0.169178768992424	1018907	0.1698449999094009	934404	0.169949397444725	158167	0.1699494868516922	7960	0.1700583547353745	1636724	0.1700718700885773	160514	0.1702396124601364	958723	0.1702811717987061	188130	0.17113296687603	2039024	0.1711552888154984	1231234	0.1716552674770355	1615051	0.1717002689838409	560488	0.1718838661909103	1363	0.1722017377614975	
642569	0.3541750311851501	1459600	0.3552898764610291	158880	0.3682359457015991	246175	0.3702609241008759	1105609	0.3709696233272552	2213293	0.372816413640976	1806511	0.3745974004268646	908095	0.3770164251327515	1627225	0.3781377673149109	547176	0.3793820738792419	1080926	0.379494845867157	1450216	0.379667341709137	973626	0.3811537027359009	2254303	0.3823616206645966	1950196	0.3827200829982758	1514425	0.382800281047821	346940	0.383017510175705	302481	0.3837231993675232	2061602	0.3850047290325165	1772607	0.3850736916065216	
2242227	0.1736118048429489	1989084	0.1754205375909805	393793	0.1767673790454865	167553	0.1788613945245743	143440	0.1809297055006027	957436	0.1820251196622849	2262253	0.1825409829616547	886206	0.1828365474939346	1584126	0.1849353909492493	1053000	0.1850279718637466	2047185	0.1860573291778564	1736664	0.1861710399389267	364627	0.1866190433502197	1427681	0.1867204159498215	916944	0.1872846782207489	202818	0.188019648194313	463815	0.1880804449319839	1619741	0.1880824714899063	1418115	0.1881323456764221	1746153	0.1882833391427994	
1979354	0.1376730054616928	325729	0.137749508023262	222260	0.1420428305864334	1749350	0.1430541276931763	450141	0.1450963467359543	1319255	0.14588962495327	1121925	0.1468357592821121	653526	0.1475831121206284	749986	0.1479495912790298	729935	0.1485665589570999	730036	0.149444654583931	1737678	0.1497937142848969	1509546	0.150318443775177	2161856	0.1504718363285065	1296330	0.1512988209724426	175537	0.1517422050237656	1972700	0.1520289927721024	1800644	0.1524527966976166	1906357	0.1536085605621338	414964	0.1541970521211624	
764694	0.3180932998657227	1548522	0.3299766182899475	2294332	0.3304033279418945	2324166	0.3306868672370911	1875971	0.3307137191295624	2313182	0.3332626521587372	1036801	0.3344603180885315	506390	0.335694432258606	2138133	0.3359089195728302	1251781	0.3372131884098053	1054161	0.3374529480934143	1260224	0.3382988274097443	814481	0.3384081721305847	614955	0.3385611176490784	1183656	0.3391993045806885	1778216	0.3392046093940735	1798116	0.3396532535552979	333641	0.33979132771492	1286787	0.3408993184566498	999965	0.3410162627696991	
629127	0.2018032670021057	1833617	0.2117130160331726	1309310	0.2133628129959106	540967	0.2136855572462082	1278851	0.2150360494852066	1960534	0.2156548649072647	623085	0.2158056646585464	1841945	0.216315358877182	183367	0.2175394296646118	1099676	0.2183903157711029	220319	0.2188391387462616	379364	0.2189398556947708	1704628	0.2197036147117615	1079777	0.2197345942258835	431544	0.2200566977262497	1030574	0.2204652279615402	586705	0.2207520753145218	1417683	0.220826730132103	1787190	0.2210247367620468	1951746	0.2221174538135529	
2190643	0.2129216343164444	1309536	0.214007243514061	1139305	0.2147734463214874	263754	0.215907871723175	2000121	0.2169193625450134	806347	0.220716267824173	1154658	0.2221752554178238	1692672	0.2248913943767548	1278546	0.2249161601066589	408275	0.2251322120428085	147558	0.2266101241111755	1036440	0.2271605581045151	690804	0.2277547866106033	25246	0.2281264811754227	1018341	0.2282163351774216	672433	0.2293973863124847	1077043	0.2296928465366364	2257243	0.2298648506402969	2253460	0.2303918302059174	43968	0.230683371424675	
